,Pret_Raw,Full_Description,Suprafata_Utila,Nr_Camere,An_Constructie,Zona
444,45 000 €,"1 |  /  | 5 | 45 000 € | 1000 €/m² | 45.000€ Finalizat, Ultimul Apartament! Ap 2cam Etaj 1 | Podu Ros, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 45 m² | Etaj | 1 etajul | Vezi descrierea anunțului | CONCEDIU 16Dec 2025 - 5Ian 2026! Sarbatori fericire!45.000€ Finalizat, Ultimul Apartament Ap 2cam Etaj 1, 45mp +Parcare Privata, Mutare ImediataCu o experienta de 13 ani, peste 1000 de tranzactii inch... |  Imobiliare  | Agenție imobiliară",45.0,2.0,2025.0,Podu Ros
446,109 000 €,"1 |  /  | 6 | 109 000 € | 1703 €/m² | PRET PROMOTIONAL! Ap. 2 camere, 64 mp Copou 109.000euro cu TVA | Agronomie, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 64 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Pret promotional pana la sfarsitul anului 2025!
Va propunem un apartament 2 camere, open space, in suprafata  totala de 64 mp situat in zona Rezidentiala Copou, cu mutare IMEDIATA!
Amplasat într-o l... | Imobilis Iasi Estates S.R.L. | Agenție imobiliară",64.0,2.0,2025.0,Agronomie
448,105 000 €,"1 |  /  | 9 | 105 000 € | 1313 €/m² | 3 camere decomandat, 80 mp – Bucium, bloc 2016 pret 105.000 euro | Centru, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 80 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Apartament modern cu 3 camere – 80 mp utili, decomandat – Bucium,  Vișan | Bloc 2016 | Mobilat & Utilat

Vând un apartament spațios și luminos, ideal pentru familie, cuplu sau investiție, situat în... | Stil Imobil | Agenție imobiliară",80.0,3.0,2016.0,Centru
452,74 155 €,"1 |  /  | 6 | 74 155 € | 1700 €/m² | PROMO! Ap. 1 camera, 43.61mp, Galata, 74.155 euro cu TVA INCLUS | Nicolina 1, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 43.61 m² | Etaj | 1 etajul | Vezi descrierea anunțului | PROMOTIE! In perioada 1-31 decembrie 2025 taxele notariale pentru antecontract și contractul de vânzare-cumpărare sunt incluse în preț!
Va propunem spre achizitie, un apartament cu o camera intr-un C... | Imobilis Iasi Estates S.R.L. | Agenție imobiliară",43.61,1.0,2025.0,Nicolina 1
453,91 000 €,"1 |  /  | 9 | 91 000 € | 1625 €/m² | Apartament 2 camere Decomandat Tatarasi-centru | Tatarasi Sud, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 56 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Link Videos:   @ideal.home.iasi video 7581469201160817942 Se vinde apartament cu 2 camere in Tatarasi langa Gradinita 13. Este pe strada Ciurchi si NU prezinta risc seismic.Are o suprafata de 57 mp to... | IDEAL HOME | Agenție imobiliară",56.0,2.0,2011.0,Tatarasi Sud
456,106 000 €,"1 |  /  | 9 | 106 000 € | 1828 €/m² | Apartament 2 camere decomandat- Nicolina Belvedere | Nicolina 1, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 58 m² | Etaj | 8 etajul | Vezi descrierea anunțului | Agentia Top Imobil va propune spre vanzare un apartament cu 2 camere, model decomandat de 58 mp situat in zona Nicolina-Belvedere.Bloc finalizat in 1984.Apartamentul dispune de centrala termica propri... | Top Imobil | Agenție imobiliară",58.0,2.0,1984.0,Nicolina 1
457,118 000 €,"1 |  /  | 11 | 118 000 € | 2226 €/m² | De vanzare 2 camere, decomandat, zona Tatarasi-Oancea, Iasi | Tudor Vladimirescu, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 53 m² | Etaj | 1 etajul | Vezi descrierea anunțului | Agentia Invest Imobiliare va propune spre achizitie un  apartament cu 2 camere, decomandat, luminos, cu dublă vedere, situat la etajul 1 al unui bloc din 1987, fără risc seismic. Zona oferă acces rapi... | INVEST IMOBILIARE | Agenție imobiliară",53.0,2.0,1987.0,De vanzare 2 camere
459,113 000 €,"1 |  /  | 9 | 113 000 € | 1794 €/m² | Apartament 3 camere, 2 bai - Capat CUG, Valea Adanca | CUG, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 63 m² | Etaj | parter | Vezi descrierea anunțului | Agentia Top Imobil va propune spre vanzare un apartament cu 3 camere, model decomandat, cu 2 Bai, situat in zona Capat Cug- Valea Adanca, la un parter inalt.Bloc intabulat din 2024.Apartamentul dispun... | Top Imobil | Agenție imobiliară",63.0,3.0,2024.0,CUG
461,99 900 €,"1 |  /  | 9 | 99 900 € | 2207 €/m² | MIRCEA CEL BATRAN, Apartament 2 camere DECOMANDAT, 45 mp, 99.900 EURO | Mircea cel Batran, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 45.26 m² | Etaj | 3 etajul | Vezi descrierea anunțului | DESTINE IMOBILIARE vă propune spre vânzare un APARTAMENT cu 2 camere decomandat, situat în zona Mircea cel Bătrân, într-un bloc construit în 1977, la etajul 3/4. Proprietatea beneficiază de o comparti... | Destine Imobiliare | Agenție imobiliară",45.0,2.0,1977.0,Mircea cel Batran
462,115 000 €,"1 |  /  | 9 | 115 000 € | 2556 €/m² | Apartament 2 camere, etajul 1- Nicolina LIDL | Nicolina 1, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 45 m² | Etaj | 1 etajul | Vezi descrierea anunțului | Top Imobil va propune spre vanzare  un apartament cu 2 camera modelul open-space cu suprafata de 45mp utili, situat la etajul 1 intr-un bloc din 2014 din zona Nicolina Lidl.Apartamentul dispune de cen... | Top Imobil | Agenție imobiliară",45.0,2.0,2014.0,Nicolina 1
470,80 500 €,"1 |  /  | 8 | 80 500 € | 2013 €/m² | Apartament 2 camere Primaverii-Pasapoarte | Tesatura, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 40 m² | Etaj | parter | Vezi descrierea anunțului | Va propunem spre vanzare un apartament cu 2 camere, modelul semidecoamndat cu o suprafata de 40 mp, situat la parterul unui bloc de 4 etaje in zona Primaverii intr-un bloc neexpertizat cu risc seismic... | IDEAL HOME | Agenție imobiliară",40.0,2.0,2013.0,Tesatura
471,319 000 €,"1 |  /  | 13 | 319 000 € | 2658 €/m² | Apartament 3 camere - Podul de Piatra - 120mp | Nicolina 2, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 120 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Va propunem spre achizitie apartament cu 3 camere cu o suprafata de 120mp, etaj 3 din 4.
Apartamentul face parte dintr-un imobil construit in anul 2011, zona ideala,  semicentrala la doar 4min de mer... | Stil Imobil | Agenție imobiliară",120.0,3.0,2011.0,Nicolina 2
473,129 900 €,"1 |  /  | 17 | 129 900 € | 2362 €/m² | Apartament 3 camere 59 mp etaj intermediar loc parcare boxa mobilat Pa | Pacurari, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 55 m² | Etaj | 3 etajul | Vezi descrierea anunțului | DESTINE IMOBILIARE vă prezintă spre vânzare:Apartament cu 3 camere model open space – Alpha Bank, PăcurariPreț: 129.900  €uroInformatii utile despre proprietate:- Imobil construit in anul 2020- Supraf... | Destine Imobiliare | Agenție imobiliară",59.0,3.0,2020.0,Pacurari
480,123 000 €,"1 |  /  | 7 | 123 000 € | 2510 €/m² | Apartament 2 camere-decomandate- zona Poitiers | Manta Rosie, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 49 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Vă propunem spre vânzare un apartament cu 2 camere decomandat, situat în zona Poitiers – Frumoasa, la etajul 3 al unui bloc tip casă/vilă construit în 2016, finalizat și intabulat. Locuința are 50 mp ... | Destine Imobiliare | Agenție imobiliară",49.0,2.0,2016.0,Manta Rosie
483,122 900 €,"1 |  /  | 11 | 122 900 € | 1982 €/m² | Apartament 2 camera dec.| 62 MP | et. 3/3 | Mobilat & utilat |PARCARE| | Centru, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 62 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Se vinde apartament superb, 2 camere, 62 mp, complet mobilat & utilat, în Capăt CUG, pe drum privat!
Un apartament luminos, călduros și extrem de bine organizat, situat la etajul 3/3 al unui bloc mod... | Cabinet Imobiliar | Agenție imobiliară",62.0,2.0,1982.0,Centru
488,124 000 €,"1 |  /  | 12 | 124 000 € | 2255 €/m² | Apartament 2 camere, 55 mp, zona Galata | Galata, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 55 m² | Etaj | 2 etajul | Vezi descrierea anunțului | Blitz va propune spre vanzare un apartament cu 2 camere, decomandat, situat în zona Galata –  bloc construit în 2017. Proprietatea are 55 m² utili și dispune de un balcon de 5 m² (balcon închis, cu tâ... | BLITZ | Agenție imobiliară",55.0,2.0,2017.0,Galata
489,120 000 €,"1 |  /  | 9 | 120 000 € | 2143 €/m² | Gara – 56 mp, 2 camere decomandat, etaj 6/8 – 120.000 € | Centru, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 56 m² | Etaj | 6 etajul | Vezi descrierea anunțului | Apartament cu 2 camere, decomandat, situat în zona Gării, chiar la bulevard, într-un bloc de 8 etaje construit în 1987,  Se vinde exact cum se vede în poze, cu mobilierul și electrocasnicele existente... | Stil Imobil | Agenție imobiliară",56.0,2.0,1987.0,Centru
491,94 000 €,"1 |  /  | 8 | 94 000 € | 1774 €/m² | Apartament 2 camere Cantemir, FARA RISC, mobilat si utilat | Cantemir, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 53 m² | Etaj | 4 etajul | Vezi descrierea anunțului | COD OFERTA; CP6673Agentia imobiliara CASA PRIMA va ofera spre vanzare un apartament cu 2 camere cu o suprafata totala de 53mp, situat la etajul 4/4 intr-un bloc construit din anul 1965 amplasat in zon... | Agentia CASA PRIMA | Agenție imobiliară",53.0,2.0,1965.0,Cantemir
494,64 900 €,"1 |  /  | 6 | 64 900 € | 2238 €/m² | Apartament 1 cameră, grădină + parcare, Lunca Cetățuii – 64.900 € | Centru, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 29 m² | Etaj | parter | Vezi descrierea anunțului | Vă propunem spre achiziție un apartament modern, situat într-un bloc nou, finalizat în 2025, amplasat într-o zonă liniștită și în plină dezvoltare – Lunca Cetățuii. Proprietatea se remarcă prin grădin... | Stil Imobil | Agenție imobiliară",29.0,1.0,2025.0,Centru
500,120 000 €,"1 |  /  | 6 | 120 000 € | 2143 €/m² | Apartament 2 camere decomandat gara | Centru, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 56 m² | Etaj | 6 etajul | Vezi descrierea anunțului | Va propunem spre achizitie un apartament decomandat cu 2 camere aflat in zona Garii, Bila. Apartamentul are o suprafata de 56mp si se afla la etajul 6/8 al unui bloc construit in anul 1985. Se vinde m... | Smart Casa Imobiliare | Agenție imobiliară",56.0,2.0,1985.0,Centru
501,48 000 €,"1 |  /  | 5 | 48 000 € | 1600 €/m² | Apartament 1 Camera Decomandat Metalurgie | Tatarasi Sud, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 30 m² | Etaj | parter | Vezi descrierea anunțului | Va propunem spre vanzare un apartament  cu 1 camera, modelul decomandat, situat la parter din 3 , intr-un bloc construit in anul 1980, Fara risc seismic din zona  Tatarasi - Metalurgie. Suprafata util... | IDEAL HOME | Agenție imobiliară",30.0,1.0,1980.0,Tatarasi Sud
502,48 000 €,"1 |  /  | 6 | 48 000 € | 1600 €/m² | Apartament  1 camera Tatarasi- Metalurgiei | Centru, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 30 m² | Etaj | parter | Vezi descrierea anunțului | Va propunem spre vanzare un apartament cu 1 camera decomandat in zona Tatarasi-Metalurgiei cu suprafata de 30 mp.

Imobilul este situat la parter, bloc fara risc seismic, construit in anul 1978.

... | Smart Casa Imobiliare | Agenție imobiliară",30.0,1.0,1978.0,Centru
504,123 000 €,"1 |  /  | 9 | 123 000 € | 2365 €/m² | Apartament 2 CD Poitiers Frumoasa Bloc nou, Parcare, Curte privata | Centru, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 52 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Apartament cu 2 camere decomandat, bloc nou construit in 2016, finalizat si intabulat, parcare gratis, acces in pod pentru depozitare, interfon - Zona Poitiers Frumoasa.

Zona accesibila, la doar 1 mi... | Agenție imobiliară",52.0,2.0,2016.0,Centru
505,120 000 €,"1 |  /  | 7 | 120 000 € | 1875 €/m² | Apartament cu 3 camere decomandat, 2 bai - Pacurari - Petru Poni | Pacurari, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 64 m² | Etaj | parter | Vezi descrierea anunțului | Agentia Top Imobil va propune spre vanzare un apartament cu 3 camere decomandat, model cu 2 bai, etaj parter inalt intr-un bloc cu 4 nivele, construit in anul 1987, zona Pacurari.Apartamentul dispune ... | Top Imobil | Agenție imobiliară",64.0,3.0,1987.0,Pacurari
508,100 000 €,"1 |  /  | 8 | 100 000 € | 2222 €/m² | Apartament 2 camere decomandat - etaj intermediar - geam la baie | Galata, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 45 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Va propun spre vanzare un apartament cu 2 camere decomandat, 45mp, situat la etajul 3 al unui bloc de 4 nivele construit in anul 1977 din placi de beton, fara risc seismic.Imbunatatiri:- centrala term... | IDEAL HOME | Agenție imobiliară",45.0,2.0,1977.0,Galata
519,57 000 €,"1 |  /  | 11 | 57 000 € | 1541 €/m² | DE VANZARE-APARTAMENT 2 CAMERE-DECOMANDAT | Dacia, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 37 m² | Etaj | mansardă | Vezi descrierea anunțului | Agentia Invest Imobiliare va propune spre vanzare un apartament de 2 camere, modelul decomandat, situat la mansarda unui bloc cu 4 nivele, ce a fost finalizat in anul 1976, blocul fiind fara risc seis... | INVEST IMOBILIARE | Agenție imobiliară",37.0,2.0,1976.0,Dacia
523,85 000 €,"1 |  /  | 19 | 85 000 € | 905 €/m² | Tatarasi, 4 camere spatios, parter, disponibil imediat | Strada Vasile Lupu, Tatarasi Sud, Iasi, Iasi | Numărul de camere | 4 camere | Prețul pe metru pătrat | 93.93 m² | Etaj | parter | Vezi descrierea anunțului | casa-alba.ro - din 2001
Impartim bucuria de a fi acasa!

Agentia Imobiliara CASA ALBA va prezinta spre vanzare un apartament cu 4 camere semidecomandat, foarte generos ca si suprafata, situat la pa... | Reactualizat | Agentia Imobiliara Casa Alba | Agenție imobiliară",93.93,4.0,2001.0,Strada Vasile Lupu
525,63 000 €,"1 |  /  | 5 | 63 000 € | 1703 €/m² | DE VANZARE-APARTAMENT 2 CAMERE-MIRCEA CEL BATRAN | Mircea cel Batran, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 37 m² | Etaj | parter | Vezi descrierea anunțului | Agentia Inevst Imobiliare  va propune spre vanzare un apartement de 2 camere, modelul semidecomandat, situat la parterul unui bloc ce a fost finalizat in anul 1978, fara risc seismic.Suprafata apartam... | INVEST IMOBILIARE | Agenție imobiliară",37.0,2.0,1978.0,Mircea cel Batran
526,65 000 €,"1 |  /  | 6 | 65 000 € | 1548 €/m² | Apartament cu 2 camere - Nicolina | Podu Ros, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 42 m² | Etaj | 6 etajul | Vezi descrierea anunțului | Va propunem spre vanzare un apartament cu 2 camere Decomandat in zona Nicolina 2 la strada principala, intr-un bloc construit dupa 1984, neafectat seismic. Apartamentul este dotat cu Centrala Termica,... | Locuinta Confortabila | Agenție imobiliară",42.0,2.0,1984.0,Podu Ros
527,129 000 €,"1 |  /  | 10 | 129 000 € | 3146 €/m² | Apartament intabulat, loc de parcare, bloc nou, Nicolina | Strada Duca Voda, Nicolina 2, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 41 m² | Etaj | 6 etajul | Vezi descrierea anunțului | Se ofera spre vanzare un apartament cu o camera, decomandat, situat la etajul 6 din 11, intr-un imobil finalizat in 2024, in Nicolina, orientat spre Sud, ceea ce asigura lumina naturala pe tot parcurs... | Imo Hub | Agenție imobiliară",41.0,1.0,2024.0,Strada Duca Voda
542,98 900 €,"1 |  /  | 13 | 98 900 € | 1978 €/m² | Apartament 2 camere, DECOMANDAT, ETAJ 2/3, BLOC NOU, Capat Cug | CUG, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 50 m² | Etaj | 2 etajul | Vezi descrierea anunțului | Apartament 2 camere, DECOMANDAT, aflat la ETAJUL 2/3 intr-un BLOC NOU din zona Capat Cug - ExpomobilaApartamentul are o suprafata de 50 mp si este compus din: camera de zi, dormitor, bucatarie separat... | Greenland Imobiliare | Agenție imobiliară",50.0,2.0,1978.0,CUG
545,139 000 €,"1 |  /  | 9 | 139 000 € | 1759 €/m² | Ap 3 cam D, etaj int, bloc cadre 88, Nicolina Belvedere | Nicolina 2, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 79 m² | Etaj | 5 etajul | Vezi descrierea anunțului | Se vinde apartament cu 3 camere, decomandat, situat la etaj intermediar 5 din 7, intr-un bloc pe cadre din beton armat, situat in zona Nicolina - Belvedere, construit in 1988.O oportunitate excelenta,... | Reactualizat | FOCUS IMOBILIARE | Agenție imobiliară",79.0,3.0,1988.0,Nicolina 2
547,156 000 €,"1 |  /  | 9 | 156 000 € | 1857 €/m² | Apartament cu 3 camere decomandat, 2 bai, 84mp, bloc din 1990 - Pacura | Pacurari, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 84 m² | Etaj | 2 etajul | Vezi descrierea anunțului | Agentia Top Imobil va propune spre vanzare un apartament cu 3 camere decomandat. model cu 2 bai, zona P&#259;curari,  confort 1, la bulevard, vedere dubla.Apartamentul este proasp&#259;t renovat de 3 ... | Top Imobil | Agenție imobiliară",84.0,3.0,1990.0,Pacurari
548,65 000 €,"1 |  /  | 10 | 65 000 € | 1711 €/m² | Apartament cu 2 camere decomandat, Tatarasi, Flora | Strada Vasile Lupu, Tatarasi Nord, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 38 m² | Etaj | 7 etajul | Vezi descrierea anunțului | Se vinde un apartament cu 2 camere decomandat, 38mp, situat pe strada Vasile Lupu in Tatarasi, la etajul 7 din 10, intr-un bloc cu lift, construit în 1971, cu pereți din beton, un avantaj important pe... | Imo Hub | Agenție imobiliară",38.0,2.0,1971.0,Strada Vasile Lupu
560,122 900 €,"1 |  /  | 11 | 122 900 € | 1982 €/m² | Apartament 2 camere modern, complet mobilat, Capat CUG | Strada Latcu Voda, Valea Adanca, Miroslava, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 62 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Proprietar, vand apartament cu 2 camere, decomandat, situat la etajul 3/3 al unui bloc construit in 2014, în zona Capat CUG la strada principala in planul II, ferit de zgomot (drum privat - fundac). C... | Proprietar",62.0,2.0,1982.0,Strada Latcu Voda
